,kidney loop of Henle ascending limb epithelial cell,kidney loop of Henle ascending limb epithelial cell_gini
4258,Trpm7,0.00016049837468846997
4259,Trps1,3.0243889239772395e-05
4260,Try4,0.0002002887506746003
4261,Try5,0.0001826360364204008
4262,Tsc22d1,0.00017892614290504981
4263,Tsc22d3,0.00011558247352409651
4264,Tsc22d4,7.457770487770025e-05
4265,Tsen34,2.941785860490987e-05
4266,Tsfm,3.83333117581107e-05
4267,Tshz1,5.7139228306688966e-05
4268,Tsn,4.212902868208539e-05
4269,Tspan1,0.0001950037566547985
4270,Tspan12,6.245099327707164e-05
4271,Tspan13,9.909963729094485e-05
4272,Tspan14,3.96771413936089e-05
4273,Tspan15,8.818616026676023e-05
4274,Tspan3,0.00011678274983343781
4275,Tspan31,2.604813525000925e-05
4276,Tspan32,5.112582579616858e-05
4277,Tspan33,9.969579280045055e-05
4278,Tspan4,6.0483133620405115e-05
4279,Tspan7,6.756403925949434e-05
4280,Tspan8,6.407653293009162e-05
4281,Tspan9,0.00024672447164653203
4282,Tspo,0.0001399427604392602
4283,Tspyl1,5.700082318667622e-05
4284,Tssc1,4.335135613823333e-05
4285,Tst,3.519308664612393e-05
4286,Ttc28,5.957938942080199e-05
4287,Ttc35,5.205449526122182e-05
4288,Ttc36,0.001714182634425765
4289,Ttc39b,5.5000974289697655e-05
4290,Ttr,6.64449571891851e-05
4291,Ttyh2,9.932192336443447e-05
4292,Tuba1a,0.0003191166634674367
4293,Tuba1b,0.0002381476609149638
4294,Tuba1c,0.0001454117921607379
4295,Tuba4a,0.00014313308923133894
4296,Tubb2a,0.00015519612966133936
4297,Tubb4a,5.6629023923408125e-05
4298,Tubb4b,0.0001845569000864795
4299,Tubb5,0.00024723768142697553
4300,Tubb6,1.719367159014137e-05
4301,Tubg1,5.595068397217392e-05
4302,Tufm,5.727682185336223e-05
4303,Tug1,4.946160144729653e-05
4304,Tusc3,3.0595655020888516e-05
4305,Twf1,9.205799015184795e-05
4306,Twf2,2.623701651260252e-05
4307,Twsg1,2.809971167240737e-05
4308,Txn1,0.00021584026987495576
4309,Txn2,6.364575699365292e-05
4310,Txndc15,5.0552256496421806e-05
4311,Txndc17,0.00014723038991559028
4312,Txndc5,8.108639147016472e-05
4313,Txnip,0.00014987613532480603
4314,Txnl1,7.255226324675993e-05
4315,Txnl4a,6.9874917965312e-05
4316,Tyrobp,0.0023681934067097212
4317,U2af1,4.203184355084139e-05
4318,Uap1,0.000106564548993744
4319,Uap1l1,3.5434109366085015e-05
4320,Uba1,6.942016862553446e-05
4321,Uba2,5.273334150451579e-05
4322,Uba52,0.0003975621214195803
4323,Ubac2,3.777905962188036e-05
4324,Ubap1,4.6981565025158696e-05
4325,Ubash3a,9.250651137718743e-06
4326,Ubb,0.00031836001163517146
4327,Ubc,0.0006339734647348521
4328,Ube2a,0.00010112208679776102
4329,Ube2b,7.347664335259448e-05
4330,Ube2c,6.135678926588351e-05
4331,Ube2d3,8.456385910527993e-05
4332,Ube2e1,6.331044363131108e-06
4333,Ube2e3,4.713446588981559e-05
4334,Ube2h,8.314224849748177e-05
4335,Ube2i,8.06193262372788e-05
4336,Ube2j2,1.751579601805029e-05
4337,Ube2k,3.832473061442014e-05
4338,Ube2l3,9.631036813921164e-05
4339,Ube2l6,2.3713483641472348e-05
4340,Ube2m,7.552441082289526e-05
4341,Ube2n,6.028696563449595e-05
4342,Ube2r2,8.082280688075017e-05
4343,Ube2s,6.604005788382887e-05
4344,Ube3a,3.745975619615545e-05
4345,Ubl3,6.0009390709394235e-05
4346,Ubl5,0.00014210968712464838
4347,Ubl7,7.092461128747874e-05
4348,Ubn1,4.185153479433856e-05
4349,Ubn2,2.9074987930012503e-05
4350,Ubqln1,5.617358921148845e-05
4351,Ubr2,3.955180907253355e-05
4352,Ubr4,4.233033152851802e-05
4353,Ubr5,4.6139355641090795e-05
4354,Ubtf,3.819642588394858e-05
4355,Ubxn1,0.0001143311536001217
4356,Ubxn2a,6.981599762013144e-05
4357,Ubxn2b,1.794580380700299e-05
4358,Ubxn4,6.511046425465283e-05
4359,Ubxn8,7.462546313152697e-05
4360,Uchl3,5.183052457743159e-05
4361,Uchl5,4.790304822233712e-05
4362,Ucp2,0.0005089656635565678
4363,Ufc1,2.7728004477791482e-05
4364,Ufd1l,5.8313349698216065e-05
4365,Ufm1,2.6221131690806858e-05
4366,Ugcg,4.7146020342566674e-05
4367,Ugdh,0.0001659203752704631
4368,Ugp2,5.1854604956391156e-05
4369,Ugt1a2,0.00022404255523721542
4370,Ugt1a7c,0.0001339897678636971
4371,Ugt2b34,0.000146664465819438
4372,Ugt2b37,0.0006401628746858862
4373,Ugt2b38,0.0008108688282730278
4374,Ugt3a1,3.3693703998446186e-05
4375,Ugt3a2,0.00201819537965171
4376,Uhrf1bp1l,3.916455472522368e-05
4377,Umod,0.00681783011787842
4378,Unc45a,4.8184508665048055e-05
4379,Unc45b,2.3817442164814287e-05
4380,Unc93b1,0.0009632353198567098
4381,Upb1,0.00019590577560633742
4382,Upf1,2.452569888379835e-05
4383,Upf2,4.661056906511524e-05
4384,Upf3a,4.714678667643563e-05
4385,Upk1a,9.718557894541796e-05
4386,Upk3a,6.940602949087813e-05
4387,Upp1,6.783375299212281e-05
4388,Uqcr10,0.00030588464898579547
4389,Uqcr11,0.000322195813067647
4390,Uqcrb,0.0002102261718220923
4391,Uqcrc1,0.00029400527846142743
4392,Uqcrc2,0.0001492185376551342
4393,Uqcrfs1,0.0001639332201737134
4394,Uqcrh,0.0003848054075878132
4395,Uqcrq,0.0004190301046353816
4396,Uroc1,0.00021249934244925626
4397,Urod,6.943804696158655e-05
4398,Use1,8.874459072064795e-05
4399,Ush1c,7.081372616184516e-05
4400,Ushbp1,0.0010588177076326657
4401,Usmg5,0.00043915374259746075
4402,Uso1,1.763463592132588e-05
4403,Usp1,2.5301648261530008e-05
4404,Usp16,6.637102231986922e-05
4405,Usp22,3.374809418731249e-05
4406,Usp24,4.0006367594220826e-05
4407,Usp25,3.0452593108299876e-05
4408,Usp34,3.5694141000909354e-05
4409,Usp4,3.431196685245498e-05
4410,Usp5,2.6000828891066274e-05
4411,Usp7,3.530373819300143e-05
4412,Usp9x,5.983546535328875e-05
4413,Utp18,6.222462128057331e-05
4414,Utrn,9.083568401758038e-05
4415,Uxt,1.643666736059701e-05
4416,Vamp2,9.75026918758618e-06
4417,Vamp3,3.604934833446894e-05
4418,Vamp5,0.000249881802452889
4419,Vamp7,2.7761496091994403e-05
4420,Vamp8,0.00017862414529649912
4421,Vapa,0.00010864803148355427
4422,Vapb,3.686542488100607e-05
4423,Vars,7.279160287774316e-05
4424,Vav1,7.110316849753895e-05
4425,Vbp1,3.19092792976483e-05
4426,Vcl,5.523928309485351e-05
4427,Vcp,7.249340417407978e-05
4428,Vdac1,0.0001350881964381225
4429,Vdac2,0.00010030935634995984
4430,Vdac3,6.297431222761484e-05
4431,Vdr,5.933272323661808e-05
4432,Vegfb,7.741415547062368e-05
4433,Vezf1,8.560206831084866e-05
4434,Vgll4,5.5458136374774764e-05
4435,Vim,0.0005909296709866445
4436,Vkorc1,9.407665912536315e-05
4437,Vldlr,3.8547611226062265e-05
4438,Vmp1,7.196771096604782e-05
4439,Vnn1,7.131739732348284e-05
4440,Vps25,3.57373833206824e-05
4441,Vps26a,5.0576251665452704e-05
4442,Vps28,0.00011907136124410303
4443,Vps29,7.8976011202764e-05
4444,Vps35,8.61828177575063e-05
4445,Vps37b,6.60182618815613e-05
4446,Vps39,3.7645230687152706e-05
4447,Vps41,2.5677375211487018e-05
4448,Vps72,6.403187725647105e-05
4449,Vrk1,1.3630624079147946e-05
4450,Vrk2,3.188717878920578e-05
4451,Vta1,4.924592157520622e-05
4452,Vti1b,5.569653012865343e-05
4453,Vwa5a,2.8160739529506238e-05
4454,Wac,4.408032135403781e-05
4455,Wars,1.911357266446417e-05
4456,Was,6.13362469805914e-05
4457,Wasf2,7.735233130374753e-05
4458,Wasl,7.303785146220415e-05
4459,Wbp11,7.891155845921106e-05
4460,Wbp2,0.00011511125567606962
4461,Wbp4,4.0410135207899524e-05
4462,Wbp5,5.224426157620014e-05
4463,Wdfy3,7.067319442898641e-05
4464,Wdr1,7.073498761207172e-05
4465,Wdr11,1.5113231138004614e-05
4466,Wdr26,6.322234631193183e-05
4467,Wdr3,0.00020731627383419225
4468,Wdr33,8.32132740045324e-05
4469,Wdr61,6.415003636885331e-05
4470,Wdr89,0.0001257182869944162
4471,Wfdc15b,0.004632158935819429
4472,Wfdc2,0.0010434630091598277
4473,Whsc1l1,5.9664383117293976e-05
4474,Wls,7.253832383264068e-05
4475,Wnk1,0.0018937044024675486
4476,Wnk4,0.00035548414076848534
4477,Wsb1,7.635744846313322e-05
4478,Wsb2,5.051390781313738e-05
4479,Wtap,8.203436519070357e-05
4480,Wwc2,6.301049455771147e-05
4481,Wwp1,7.291548499083406e-05
4482,Wwp2,2.794030974583793e-05
4483,Xab2,2.5361233269586295e-05
4484,Xaf1,6.900096396210318e-05
4485,Xbp1,6.534779820567676e-05
4486,Xdh,6.253182660563212e-05
4487,Xiap,5.5221467111216045e-05
4488,Xlr3a,5.510634637886494e-05
4489,Xpo6,7.311694227001238e-06
4490,Xrn2,8.232571610802602e-05
4491,Xylb,0.00019605924506538002
4492,Yaf2,6.21977045384722e-05
4493,Yap1,3.884418185932081e-05
4494,Yars,4.650117768624187e-05
4495,Yars2,4.468066572300032e-05
4496,Ybx1,0.00025400746547609023
4497,Yeats4,3.124203234359914e-05
4498,Yif1a,4.9710494801469623e-05
4499,Yif1b,4.2021136517144055e-05
4500,Yipf1,0.00011993869054311815
4501,Yipf3,8.265611712676166e-05
4502,Yipf4,5.149007438263266e-05
4503,Yme1l1,8.782673929933553e-05
4504,Ypel3,4.8070779993936416e-05
4505,Ypel5,5.2596942831334546e-05
4506,Yrdc,3.054512289693313e-05
4507,Ythdc1,6.004351523937793e-05
4508,Ythdf2,6.75623488265427e-05
4509,Ywhab,0.00014648358482985643
4510,Ywhae,0.00013241963238922922
4511,Ywhag,6.222604404338086e-05
4512,Ywhah,9.581079905927572e-05
4513,Ywhaq,9.913681290431386e-05
4514,Ywhaz,0.00021216936500576005
4515,Yy1,5.553509790947557e-05
4516,Zap70,0.00028292325500791374
4517,Zbtb20,4.179912870576794e-05
4518,Zbtb32,7.556056816296576e-05
4519,Zbtb44,3.929749768905849e-05
4520,Zbtb7a,7.587152417584149e-05
4521,Zc3h11a,8.12847614694451e-05
4522,Zc3h15,0.00012723626412634848
4523,Zc3hav1,3.603440791076987e-05
4524,Zcchc17,4.215462884194207e-05
4525,Zcchc6,6.166181636641227e-05
4526,Zcchc7,8.643455293901904e-05
4527,Zcchc9,1.3723277266273469e-05
4528,Zdhhc20,3.550695970851029e-05
4529,Zdhhc3,4.938382479437832e-05
4530,Zdhhc7,2.8808195180781828e-05
4531,Zeb1,5.345106814809496e-05
4532,Zeb2,0.0001144295031094805
4533,Zfand5,7.873216405815129e-05
4534,Zfand6,7.195564250386998e-05
4535,Zfhx3,4.5273426852037195e-05
4536,Zfp106,8.530126164628948e-05
4537,Zfp187,0.00010191945290936557
4538,Zfp207,7.693407522382328e-05
4539,Zfp212,4.8509307919244e-05
4540,Zfp292,2.40746251389747e-05
4541,Zfp317,1.1662075321042309e-05
4542,Zfp330,4.073897501792148e-05
4543,Zfp335,1.693109882062422e-05
4544,Zfp36,0.00013158583599729278
4545,Zfp36l1,0.00013232294512554893
4546,Zfp36l2,7.424581406144323e-05
4547,Zfp422,4.838755596169933e-05
4548,Zfp444,3.4731060094087235e-05
4549,Zfp503,9.728451387603847e-05
4550,Zfp622,3.551160593629567e-05
4551,Zfp637,3.7308730673599746e-05
4552,Zfp639,3.239967494646976e-05
4553,Zfp644,4.0225969363940505e-05
4554,Zfp655,2.970519497846455e-05
4555,Zfp704,1.8941721539041616e-05
4556,Zfp706,0.00014641374769356325
4557,Zfp746,0.00013677199855437216
4558,Zfp771,4.4593800768760686e-05
4559,Zfp809,4.712078088707588e-05
4560,Zfp871,5.1264523675613075e-05
4561,Zfp958,1.19463248254315e-05
4562,Zfpl1,4.738401946954718e-05
4563,Zfr,2.4891797063597286e-05
4564,Zfx,1.7046582403985067e-05
4565,Zg16,0.0003027868933649743
4566,Zhx1,5.5601879318709695e-05
4567,Zmat2,8.730445273736885e-05
4568,Zmat5,3.5231130585123974e-05
4569,Zmiz1,6.677287374620015e-05
4570,Zmiz2,1.8957756153846912e-05
4571,Zmpste24,2.663169361692536e-05
4572,Zmynd11,6.395580690688383e-05
4573,Znfx1,4.759954015437032e-05
4574,Znhit1,5.086410863809112e-05
4575,Znhit6,2.1339102191494572e-05
4576,Znrf1,0.00010513927253750078
4577,Znrf2,3.771621757246585e-05
4578,Znrf3,4.4149514862526535e-05
4579,Zranb1,1.8863648720841394e-05
4580,Zranb2,4.531173405401797e-05
4581,Zswim4,1.577028909246039e-05
4582,Zyx,6.798676829251524e-05
